,Ticker,Long_Name,Start_date,End_date,Start_value,End_value,Pct,Volume_start,Volume_end,marketCap_up_to_2022-10-09,Sector,Industry,Benchmark_start,Benchmark_end,pct_benchmark
0,LTBR,Lightbridge Corporation,2021-12-31,2022-01-03,6.630000114440918,7.489999771118164,12.97%,172300,219400,54175856,Industrials,Electrical Equipment & Parts,135.32000732421875,136.0500030517578,0.54%
1,LTBR,Lightbridge Corporation,2021-12-31,2022-01-04,6.630000114440918,7.409999847412109,11.76%,172300,153100,54175856,Industrials,Electrical Equipment & Parts,135.32000732421875,136.0500030517578,0.54%
2,LTBR,Lightbridge Corporation,2021-12-31,2022-01-05,6.630000114440918,7.329999923706055,10.56%,172300,299200,54175856,Industrials,Electrical Equipment & Parts,135.32000732421875,133.77000427246094,-1.15%
3,LTBR,Lightbridge Corporation,2021-12-31,2022-01-06,6.630000114440918,7.340000152587891,10.71%,172300,257100,54175856,Industrials,Electrical Equipment & Parts,135.32000732421875,133.52000427246094,-1.33%
4,LTBR,Lightbridge Corporation,2021-12-31,2022-01-07,6.630000114440918,7.260000228881836,9.5%,172300,184400,54175856,Industrials,Electrical Equipment & Parts,135.32000732421875,133.19000244140625,-1.57%
5,LTBR,Lightbridge Corporation,2021-12-31,2022-01-10,6.630000114440918,7.170000076293945,8.14%,172300,248900,54175856,Industrials,Electrical Equipment & Parts,135.32000732421875,132.63999938964844,-1.98%
6,LTBR,Lightbridge Corporation,2021-12-31,2022-01-11,6.630000114440918,7.050000190734863,6.33%,172300,113500,54175856,Industrials,Electrical Equipment & Parts,135.32000732421875,134.02000427246094,-0.96%
7,LTBR,Lightbridge Corporation,2021-12-31,2022-01-12,6.630000114440918,7.389999866485596,11.46%,172300,218300,54175856,Industrials,Electrical Equipment & Parts,135.32000732421875,134.61000061035156,-0.52%
8,LTBR,Lightbridge Corporation,2022-01-18,2022-02-01,6.010000228881836,6.349999904632568,5.66%,236600,150900,54175856,Industrials,Electrical Equipment & Parts,130.61000061035156,129.3699951171875,-0.95%
9,LTBR,Lightbridge Corporation,2022-01-18,2022-02-09,6.010000228881836,6.75,12.31%,236600,135700,54175856,Industrials,Electrical Equipment & Parts,130.61000061035156,130.9499969482422,0.26%
10,LTBR,Lightbridge Corporation,2022-01-18,2022-02-10,6.010000228881836,6.650000095367432,10.65%,236600,264000,54175856,Industrials,Electrical Equipment & Parts,130.61000061035156,128.91000366210938,-1.3%
11,LTBR,Lightbridge Corporation,2022-01-18,2022-02-11,6.010000228881836,6.599999904632568,9.82%,236600,108400,54175856,Industrials,Electrical Equipment & Parts,130.61000061035156,126.63999938964844,-3.04%
12,LTBR,Lightbridge Corporation,2022-01-18,2022-02-14,6.010000228881836,6.46999979019165,7.65%,236600,103000,54175856,Industrials,Electrical Equipment & Parts,130.61000061035156,126.11000061035156,-3.45%
13,LTBR,Lightbridge Corporation,2022-01-18,2022-02-15,6.010000228881836,6.980000019073486,16.14%,236600,91300,54175856,Industrials,Electrical Equipment & Parts,130.61000061035156,128.3000030517578,-1.77%
14,LTBR,Lightbridge Corporation,2022-01-18,2022-02-16,6.010000228881836,7.010000228881836,16.64%,236600,121700,54175856,Industrials,Electrical Equipment & Parts,130.61000061035156,128.52999877929688,-1.59%
15,LTBR,Lightbridge Corporation,2022-01-19,2022-02-01,6.0,6.349999904632568,5.83%,122000,150900,54175856,Industrials,Electrical Equipment & Parts,129.6699981689453,129.3699951171875,-0.23%
16,LTBR,Lightbridge Corporation,2022-01-19,2022-02-09,6.0,6.75,12.5%,122000,135700,54175856,Industrials,Electrical Equipment & Parts,129.6699981689453,130.9499969482422,0.99%
17,LTBR,Lightbridge Corporation,2022-01-19,2022-02-10,6.0,6.650000095367432,10.83%,122000,264000,54175856,Industrials,Electrical Equipment & Parts,129.6699981689453,128.91000366210938,-0.59%
18,LTBR,Lightbridge Corporation,2022-01-19,2022-02-11,6.0,6.599999904632568,10.0%,122000,108400,54175856,Industrials,Electrical Equipment & Parts,129.6699981689453,126.63999938964844,-2.34%
19,LTBR,Lightbridge Corporation,2022-01-19,2022-02-14,6.0,6.46999979019165,7.83%,122000,103000,54175856,Industrials,Electrical Equipment & Parts,129.6699981689453,126.11000061035156,-2.75%
20,LTBR,Lightbridge Corporation,2022-01-19,2022-02-15,6.0,6.980000019073486,16.33%,122000,91300,54175856,Industrials,Electrical Equipment & Parts,129.6699981689453,128.3000030517578,-1.06%
21,LTBR,Lightbridge Corporation,2022-01-19,2022-02-16,6.0,7.010000228881836,16.83%,122000,121700,54175856,Industrials,Electrical Equipment & Parts,129.6699981689453,128.52999877929688,-0.88%
22,LTBR,Lightbridge Corporation,2022-01-19,2022-02-17,6.0,6.559999942779541,9.33%,122000,112300,54175856,Industrials,Electrical Equipment & Parts,129.6699981689453,126.04000091552734,-2.8%
23,LTBR,Lightbridge Corporation,2022-01-20,2022-01-24,5.820000171661377,6.130000114440918,5.33%,140900,256700,54175856,Industrials,Electrical Equipment & Parts,128.4600067138672,126.0999984741211,-1.84%
24,LTBR,Lightbridge Corporation,2022-01-20,2022-02-01,5.820000171661377,6.349999904632568,9.11%,140900,150900,54175856,Industrials,Electrical Equipment & Parts,128.4600067138672,129.3699951171875,0.71%
25,LTBR,Lightbridge Corporation,2022-01-20,2022-02-08,5.820000171661377,6.119999885559082,5.15%,140900,51800,54175856,Industrials,Electrical Equipment & Parts,128.4600067138672,128.97999572753906,0.4%
26,LTBR,Lightbridge Corporation,2022-01-20,2022-02-09,5.820000171661377,6.75,15.98%,140900,135700,54175856,Industrials,Electrical Equipment & Parts,128.4600067138672,130.9499969482422,1.94%
27,LTBR,Lightbridge Corporation,2022-01-20,2022-02-10,5.820000171661377,6.650000095367432,14.26%,140900,264000,54175856,Industrials,Electrical Equipment & Parts,128.4600067138672,128.91000366210938,0.35%
28,LTBR,Lightbridge Corporation,2022-01-20,2022-02-11,5.820000171661377,6.599999904632568,13.4%,140900,108400,54175856,Industrials,Electrical Equipment & Parts,128.4600067138672,126.63999938964844,-1.42%
29,LTBR,Lightbridge Corporation,2022-01-20,2022-02-14,5.820000171661377,6.46999979019165,11.17%,140900,103000,54175856,Industrials,Electrical Equipment & Parts,128.4600067138672,126.11000061035156,-1.83%
30,LTBR,Lightbridge Corporation,2022-01-20,2022-02-15,5.820000171661377,6.980000019073486,19.93%,140900,91300,54175856,Industrials,Electrical Equipment & Parts,128.4600067138672,128.3000030517578,-0.12%
31,LTBR,Lightbridge Corporation,2022-01-20,2022-02-16,5.820000171661377,7.010000228881836,20.45%,140900,121700,54175856,Industrials,Electrical Equipment & Parts,128.4600067138672,128.52999877929688,0.05%
32,LTBR,Lightbridge Corporation,2022-01-20,2022-02-17,5.820000171661377,6.559999942779541,12.71%,140900,112300,54175856,Industrials,Electrical Equipment & Parts,128.4600067138672,126.04000091552734,-1.88%
33,LTBR,Lightbridge Corporation,2022-01-20,2022-02-18,5.820000171661377,6.329999923706055,8.76%,140900,103000,54175856,Industrials,Electrical Equipment & Parts,128.4600067138672,125.0999984741211,-2.62%
34,LTBR,Lightbridge Corporation,2022-01-21,2022-01-24,5.670000076293945,6.130000114440918,8.11%,151500,256700,54175856,Industrials,Electrical Equipment & Parts,126.19000244140625,126.0999984741211,-0.07%
35,LTBR,Lightbridge Corporation,2022-01-21,2022-01-25,5.670000076293945,6.070000171661377,7.05%,151500,109500,54175856,Industrials,Electrical Equipment & Parts,126.19000244140625,124.8499984741211,-1.06%
36,LTBR,Lightbridge Corporation,2022-01-21,2022-01-31,5.670000076293945,6.110000133514404,7.76%,151500,200100,54175856,Industrials,Electrical Equipment & Parts,126.19000244140625,128.32000732421875,1.69%
37,LTBR,Lightbridge Corporation,2022-01-21,2022-02-01,5.670000076293945,6.349999904632568,11.99%,151500,150900,54175856,Industrials,Electrical Equipment & Parts,126.19000244140625,129.3699951171875,2.52%
38,LTBR,Lightbridge Corporation,2022-01-21,2022-02-07,5.670000076293945,6.039999961853027,6.53%,151500,94800,54175856,Industrials,Electrical Equipment & Parts,126.19000244140625,128.05999755859375,1.48%
39,LTBR,Lightbridge Corporation,2022-01-21,2022-02-08,5.670000076293945,6.119999885559082,7.94%,151500,51800,54175856,Industrials,Electrical Equipment & Parts,126.19000244140625,128.97999572753906,2.21%
40,LTBR,Lightbridge Corporation,2022-01-21,2022-02-09,5.670000076293945,6.75,19.05%,151500,135700,54175856,Industrials,Electrical Equipment & Parts,126.19000244140625,130.9499969482422,3.77%
41,LTBR,Lightbridge Corporation,2022-01-21,2022-02-10,5.670000076293945,6.650000095367432,17.28%,151500,264000,54175856,Industrials,Electrical Equipment & Parts,126.19000244140625,128.91000366210938,2.16%
42,LTBR,Lightbridge Corporation,2022-01-21,2022-02-11,5.670000076293945,6.599999904632568,16.4%,151500,108400,54175856,Industrials,Electrical Equipment & Parts,126.19000244140625,126.63999938964844,0.36%
43,LTBR,Lightbridge Corporation,2022-01-21,2022-02-14,5.670000076293945,6.46999979019165,14.11%,151500,103000,54175856,Industrials,Electrical Equipment & Parts,126.19000244140625,126.11000061035156,-0.06%
44,LTBR,Lightbridge Corporation,2022-01-21,2022-02-15,5.670000076293945,6.980000019073486,23.1%,151500,91300,54175856,Industrials,Electrical Equipment & Parts,126.19000244140625,128.3000030517578,1.67%
45,LTBR,Lightbridge Corporation,2022-01-21,2022-02-16,5.670000076293945,7.010000228881836,23.63%,151500,121700,54175856,Industrials,Electrical Equipment & Parts,126.19000244140625,128.52999877929688,1.85%
46,LTBR,Lightbridge Corporation,2022-01-21,2022-02-17,5.670000076293945,6.559999942779541,15.7%,151500,112300,54175856,Industrials,Electrical Equipment & Parts,126.19000244140625,126.04000091552734,-0.12%
47,LTBR,Lightbridge Corporation,2022-01-21,2022-02-18,5.670000076293945,6.329999923706055,11.64%,151500,103000,54175856,Industrials,Electrical Equipment & Parts,126.19000244140625,125.0999984741211,-0.86%
48,LTBR,Lightbridge Corporation,2022-01-24,2022-02-09,6.130000114440918,6.75,10.11%,256700,135700,54175856,Industrials,Electrical Equipment & Parts,126.0999984741211,130.9499969482422,3.85%
49,LTBR,Lightbridge Corporation,2022-01-24,2022-02-10,6.130000114440918,6.650000095367432,8.48%,256700,264000,54175856,Industrials,Electrical Equipment & Parts,126.0999984741211,128.91000366210938,2.23%
50,LTBR,Lightbridge Corporation,2022-01-24,2022-02-11,6.130000114440918,6.599999904632568,7.67%,256700,108400,54175856,Industrials,Electrical Equipment & Parts,126.0999984741211,126.63999938964844,0.43%
51,LTBR,Lightbridge Corporation,2022-01-24,2022-02-14,6.130000114440918,6.46999979019165,5.55%,256700,103000,54175856,Industrials,Electrical Equipment & Parts,126.0999984741211,126.11000061035156,0.01%
52,LTBR,Lightbridge Corporation,2022-01-24,2022-02-15,6.130000114440918,6.980000019073486,13.87%,256700,91300,54175856,Industrials,Electrical Equipment & Parts,126.0999984741211,128.3000030517578,1.74%
53,LTBR,Lightbridge Corporation,2022-01-24,2022-02-16,6.130000114440918,7.010000228881836,14.36%,256700,121700,54175856,Industrials,Electrical Equipment & Parts,126.0999984741211,128.52999877929688,1.93%
54,LTBR,Lightbridge Corporation,2022-01-24,2022-02-17,6.130000114440918,6.559999942779541,7.01%,256700,112300,54175856,Industrials,Electrical Equipment & Parts,126.0999984741211,126.04000091552734,-0.05%
55,LTBR,Lightbridge Corporation,2022-01-25,2022-02-09,6.070000171661377,6.75,11.2%,109500,135700,54175856,Industrials,Electrical Equipment & Parts,124.8499984741211,130.9499969482422,4.89%
56,LTBR,Lightbridge Corporation,2022-01-25,2022-02-10,6.070000171661377,6.650000095367432,9.56%,109500,264000,54175856,Industrials,Electrical Equipment & Parts,124.8499984741211,128.91000366210938,3.25%
57,LTBR,Lightbridge Corporation,2022-01-25,2022-02-11,6.070000171661377,6.599999904632568,8.73%,109500,108400,54175856,Industrials,Electrical Equipment & Parts,124.8499984741211,126.63999938964844,1.43%
58,LTBR,Lightbridge Corporation,2022-01-25,2022-02-14,6.070000171661377,6.46999979019165,6.59%,109500,103000,54175856,Industrials,Electrical Equipment & Parts,124.8499984741211,126.11000061035156,1.01%
59,LTBR,Lightbridge Corporation,2022-01-25,2022-02-15,6.070000171661377,6.980000019073486,14.99%,109500,91300,54175856,Industrials,Electrical Equipment & Parts,124.8499984741211,128.3000030517578,2.76%
60,LTBR,Lightbridge Corporation,2022-01-25,2022-02-16,6.070000171661377,7.010000228881836,15.49%,109500,121700,54175856,Industrials,Electrical Equipment & Parts,124.8499984741211,128.52999877929688,2.95%
61,LTBR,Lightbridge Corporation,2022-01-25,2022-02-17,6.070000171661377,6.559999942779541,8.07%,109500,112300,54175856,Industrials,Electrical Equipment & Parts,124.8499984741211,126.04000091552734,0.95%
62,LTBR,Lightbridge Corporation,2022-01-26,2022-01-31,5.730000019073486,6.110000133514404,6.63%,161100,200100,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,128.32000732421875,3.13%
63,LTBR,Lightbridge Corporation,2022-01-26,2022-02-01,5.730000019073486,6.349999904632568,10.82%,161100,150900,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,129.3699951171875,3.98%
64,LTBR,Lightbridge Corporation,2022-01-26,2022-02-07,5.730000019073486,6.039999961853027,5.41%,161100,94800,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,128.05999755859375,2.93%
65,LTBR,Lightbridge Corporation,2022-01-26,2022-02-08,5.730000019073486,6.119999885559082,6.81%,161100,51800,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,128.97999572753906,3.67%
66,LTBR,Lightbridge Corporation,2022-01-26,2022-02-09,5.730000019073486,6.75,17.8%,161100,135700,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,130.9499969482422,5.25%
67,LTBR,Lightbridge Corporation,2022-01-26,2022-02-10,5.730000019073486,6.650000095367432,16.06%,161100,264000,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,128.91000366210938,3.61%
68,LTBR,Lightbridge Corporation,2022-01-26,2022-02-11,5.730000019073486,6.599999904632568,15.18%,161100,108400,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,126.63999938964844,1.78%
69,LTBR,Lightbridge Corporation,2022-01-26,2022-02-14,5.730000019073486,6.46999979019165,12.91%,161100,103000,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,126.11000061035156,1.36%
70,LTBR,Lightbridge Corporation,2022-01-26,2022-02-15,5.730000019073486,6.980000019073486,21.82%,161100,91300,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,128.3000030517578,3.12%
71,LTBR,Lightbridge Corporation,2022-01-26,2022-02-16,5.730000019073486,7.010000228881836,22.34%,161100,121700,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,128.52999877929688,3.3%
72,LTBR,Lightbridge Corporation,2022-01-26,2022-02-17,5.730000019073486,6.559999942779541,14.49%,161100,112300,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,126.04000091552734,1.3%
73,LTBR,Lightbridge Corporation,2022-01-26,2022-02-18,5.730000019073486,6.329999923706055,10.47%,161100,103000,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,125.0999984741211,0.55%
74,LTBR,Lightbridge Corporation,2022-01-26,2022-02-22,5.730000019073486,6.019999980926514,5.06%,161100,86900,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,123.61000061035156,-0.65%
75,LTBR,Lightbridge Corporation,2022-01-26,2022-02-23,5.730000019073486,6.059999942779541,5.76%,161100,49100,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,121.81999969482422,-2.09%
76,LTBR,Lightbridge Corporation,2022-01-26,2022-02-24,5.730000019073486,6.75,17.8%,161100,126400,54175856,Industrials,Electrical Equipment & Parts,124.41999816894531,122.41999816894531,-1.61%
77,LTBR,Lightbridge Corporation,2022-01-27,2022-01-31,5.170000076293945,6.110000133514404,18.18%,268400,200100,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,128.32000732421875,3.68%
78,LTBR,Lightbridge Corporation,2022-01-27,2022-02-01,5.170000076293945,6.349999904632568,22.82%,268400,150900,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,129.3699951171875,4.53%
79,LTBR,Lightbridge Corporation,2022-01-27,2022-02-02,5.170000076293945,5.929999828338623,14.7%,268400,142600,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,130.4499969482422,5.41%
80,LTBR,Lightbridge Corporation,2022-01-27,2022-02-03,5.170000076293945,5.519999980926514,6.77%,268400,108300,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,127.63999938964844,3.14%
81,LTBR,Lightbridge Corporation,2022-01-27,2022-02-04,5.170000076293945,5.679999828338623,9.86%,268400,88900,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,128.22000122070312,3.6%
82,LTBR,Lightbridge Corporation,2022-01-27,2022-02-07,5.170000076293945,6.039999961853027,16.83%,268400,94800,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,128.05999755859375,3.47%
83,LTBR,Lightbridge Corporation,2022-01-27,2022-02-08,5.170000076293945,6.119999885559082,18.38%,268400,51800,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,128.97999572753906,4.22%
84,LTBR,Lightbridge Corporation,2022-01-27,2022-02-09,5.170000076293945,6.75,30.56%,268400,135700,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,130.9499969482422,5.81%
85,LTBR,Lightbridge Corporation,2022-01-27,2022-02-10,5.170000076293945,6.650000095367432,28.63%,268400,264000,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,128.91000366210938,4.16%
86,LTBR,Lightbridge Corporation,2022-01-27,2022-02-11,5.170000076293945,6.599999904632568,27.66%,268400,108400,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,126.63999938964844,2.33%
87,LTBR,Lightbridge Corporation,2022-01-27,2022-02-14,5.170000076293945,6.46999979019165,25.15%,268400,103000,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,126.11000061035156,1.9%
88,LTBR,Lightbridge Corporation,2022-01-27,2022-02-15,5.170000076293945,6.980000019073486,35.01%,268400,91300,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,128.3000030517578,3.67%
89,LTBR,Lightbridge Corporation,2022-01-27,2022-02-16,5.170000076293945,7.010000228881836,35.59%,268400,121700,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,128.52999877929688,3.85%
90,LTBR,Lightbridge Corporation,2022-01-27,2022-02-17,5.170000076293945,6.559999942779541,26.89%,268400,112300,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,126.04000091552734,1.84%
91,LTBR,Lightbridge Corporation,2022-01-27,2022-02-18,5.170000076293945,6.329999923706055,22.44%,268400,103000,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,125.0999984741211,1.08%
92,LTBR,Lightbridge Corporation,2022-01-27,2022-02-22,5.170000076293945,6.019999980926514,16.44%,268400,86900,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,123.61000061035156,-0.12%
93,LTBR,Lightbridge Corporation,2022-01-27,2022-02-23,5.170000076293945,6.059999942779541,17.21%,268400,49100,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,121.81999969482422,-1.57%
94,LTBR,Lightbridge Corporation,2022-01-27,2022-02-24,5.170000076293945,6.75,30.56%,268400,126400,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,122.41999816894531,-1.08%
95,LTBR,Lightbridge Corporation,2022-01-27,2022-02-25,5.170000076293945,6.690000057220459,29.4%,268400,131100,54175856,Industrials,Electrical Equipment & Parts,123.76000213623047,125.27999877929688,1.23%
96,LTBR,Lightbridge Corporation,2022-01-28,2022-01-31,5.329999923706055,6.110000133514404,14.63%,146600,200100,54175856,Industrials,Electrical Equipment & Parts,125.94000244140625,128.32000732421875,1.89%
97,LTBR,Lightbridge Corporation,2022-01-28,2022-02-01,5.329999923706055,6.349999904632568,19.14%,146600,150900,54175856,Industrials,Electrical Equipment & Parts,125.94000244140625,129.3699951171875,2.72%
98,LTBR,Lightbridge Corporation,2022-01-28,2022-02-02,5.329999923706055,5.929999828338623,11.26%,146600,142600,54175856,Industrials,Electrical Equipment & Parts,125.94000244140625,130.4499969482422,3.58%
99,LTBR,Lightbridge Corporation,2022-01-28,2022-02-04,5.329999923706055,5.679999828338623,6.57%,146600,88900,54175856,Industrials,Electrical Equipment & Parts,125.94000244140625,128.22000122070312,1.81%
100,LTBR,Lightbridge Corporation,2022-01-28,2022-02-07,5.329999923706055,6.039999961853027,13.32%,146600,94800,54175856,Industrials,Electrical Equipment & Parts,125.94000244140625,128.05999755859375,1.68%
101,LTBR,Lightbridge Corporation,2022-01-28,2022-02-08,5.329999923706055,6.119999885559082,14.82%,146600,51800,54175856,Industrials,Electrical Equipment & Parts,125.94000244140625,128.97999572753906,2.41%
102,LTBR,Lightbridge Corporation,2022-01-28,2022-02-09,5.329999923706055,6.75,26.64%,146600,135700,54175856,Industrials,Electrical Equipment & Parts,125.94000244140625,130.9499969482422,3.98%
103,LTBR,Lightbridge Corporation,2022-01-28,2022-02-10,5.329999923706055,6.650000095367432,24.77%,146600,264000,54175856,Industrials,Electrical Equipment & Parts,125.94000244140625,128.91000366210938,2.36%
104,LTBR,Lightbridge Corporation,2022-01-28,2022-02-11,5.329999923706055,6.599999904632568,23.83%,146600,108400,54175856,Industrials,Electrical Equipment & Parts,125.94000244140625,126.63999938964844,0.56%
105,LTBR,Lightbridge Corporation,2022-01-28,2022-02-14,5.329999923706055,6.46999979019165,21.39%,146600,103000,54175856,Industrials,Electrical Equipment & Parts,125.94000244140625,126.11000061035156,0.13%
